"SAFE","mean.number.of.shared.partners.LL","970"
"SAFE","mean.number.of.shared.partners.LL","972"
"SAFE","mean.number.of.shared.partners.LL","974"
"SAFE","mean.number.of.shared.partners.LL","976"
"SAFE","mean.number.of.shared.partners.LL","978"
"SAFE","mean.number.of.shared.partners.LL","980"
"SAFE","cluster.coefficient.HL","910"
"SAFE","cluster.coefficient.HL","912"
"SAFE","cluster.coefficient.HL","914"
"SAFE","cluster.coefficient.HL","916"
"SAFE","cluster.coefficient.HL","918"
"SAFE","cluster.coefficient.HL","920"
"SAFE","cluster.coefficient.HL","922"
"SAFE","cluster.coefficient.HL","924"
"SAFE","cluster.coefficient.HL","926"
"SAFE","cluster.coefficient.HL","928"
"SAFE","cluster.coefficient.HL","930"
"SAFE","cluster.coefficient.HL","932"
"SAFE","cluster.coefficient.HL","934"
"SAFE","cluster.coefficient.HL","936"
"SAFE","cluster.coefficient.HL","938"
"SAFE","cluster.coefficient.HL","940"
"SAFE","cluster.coefficient.HL","942"
"SAFE","cluster.coefficient.HL","944"
"SAFE","cluster.coefficient.HL","946"
"SAFE","cluster.coefficient.HL","948"
"SAFE","cluster.coefficient.HL","950"
"SAFE","cluster.coefficient.HL","952"
"SAFE","cluster.coefficient.HL","954"
"SAFE","cluster.coefficient.HL","956"
"SAFE","cluster.coefficient.HL","958"
"SAFE","cluster.coefficient.HL","960"
"SAFE","cluster.coefficient.HL","962"
"SAFE","cluster.coefficient.HL","964"
"SAFE","cluster.coefficient.HL","966"
"SAFE","cluster.coefficient.HL","968"
"SAFE","cluster.coefficient.HL","970"
"SAFE","cluster.coefficient.HL","972"
"SAFE","cluster.coefficient.HL","974"
"SAFE","cluster.coefficient.HL","976"
"SAFE","cluster.coefficient.HL","978"
"SAFE","cluster.coefficient.HL","980"
"SAFE","cluster.coefficient.LL","910"
"SAFE","cluster.coefficient.LL","912"
"SAFE","cluster.coefficient.LL","914"
"SAFE","cluster.coefficient.LL","916"
"SAFE","cluster.coefficient.LL","918"
"SAFE","cluster.coefficient.LL","920"
"SAFE","cluster.coefficient.LL","922"
"SAFE","cluster.coefficient.LL","924"
"SAFE","cluster.coefficient.LL","926"
"SAFE","cluster.coefficient.LL","928"
"SAFE","cluster.coefficient.LL","930"
